N,P,K,rainfall,humidity,temperature,Soil_Moisture,Sunshine_hours,Wind_speed,pH,Organic_Carbon
100,64,139,1722.405964,39.15,32.48,23.46,7.23,12.58,6.51,0.98
50,48,92,464.4791363,65.43,34.04,45.96,5.93,8.25,6.66,0.31
88,41,78,1523.313355,31.44,38.48,27.5,7.22,9.11,6.05,0.75
50,48,92,464.4791363,65.43,34.04,45.13,8.28,19.83,5.53,1.03
88,41,78,1523.313355,31.44,38.48,24.95,4.83,10.11,6.31,0.71
55,87,11,496.0148133,75.36,37.44,49.48,7.4,7.23,7.16,1.42
100,64,139,1722.405964,39.15,32.48,29.15,5.96,11.09,5.82,0.91
55,87,11,496.0148133,75.36,37.44,51.17,10.98,11.5,7,0.55
88,41,78,1523.313355,31.44,38.48,19.66,6.43,9.69,6.11,0.58
88,41,78,1523.313355,31.44,38.48,21.5,7.25,5.81,6.77,0.52
55,87,11,496.0148133,75.36,37.44,53.87,5.86,7.88,5.9,0.38
88,41,78,1523.313355,31.44,38.48,25.58,9.81,3.41,7.46,0.43
55,87,11,496.0148133,75.36,37.44,49.28,5.29,13.69,6.23,1.14
100,64,139,1722.405964,39.15,32.48,34.5,7.13,12.21,5.76,0.9
55,87,11,496.0148133,75.36,37.44,48.8,9.5,4.77,6.09,1.41
100,64,139,1722.405964,39.15,32.48,30.01,6.27,7.28,7.09,0.81
55,87,11,496.0148133,75.36,37.44,49.73,7.66,14.96,5.58,1.16
88,41,78,1523.313355,31.44,38.48,25.19,8.39,4.84,5.59,1.07
55,87,11,496.0148133,75.36,37.44,48.73,6.99,4.76,5.8,0.49
88,41,78,1523.313355,31.44,38.48,25.86,7.39,13.58,7.18,1.11
55,87,11,496.0148133,75.36,37.44,56.38,11.04,7.5,6.16,1.25
55,87,11,496.0148133,75.36,37.44,49.61,8.61,16.46,7.25,0.6
50,48,92,464.4791363,65.43,34.04,44.11,6.67,10.37,6.46,0.88
88,41,78,1523.313355,31.44,38.48,24.79,4.52,18.85,6.8,0.62
50,48,92,464.4791363,65.43,34.04,47.21,9.8,2,7.37,1.36
88,41,78,1523.313355,31.44,38.48,24.18,6.06,5.04,6.86,0.4
50,48,92,464.4791363,65.43,34.04,42.13,5.42,6,5.59,0.59
100,64,139,1722.405964,39.15,32.48,24.89,3.44,3.09,6.66,0.98
55,87,11,496.0148133,75.36,37.44,53.56,4.98,6.95,5.63,1.24
88,41,78,1523.313355,31.44,38.48,26.35,7.51,10.97,6.28,1.34
88,41,78,1523.313355,31.44,38.48,26.16,6.85,8.6,6.02,0.43
55,87,11,496.0148133,75.36,37.44,47.89,8.85,9.51,6.69,0.72
88,41,78,1523.313355,31.44,38.48,21.67,6.5,12.31,6.02,0.79
88,41,78,1523.313355,31.44,38.48,27.48,5.88,8.1,6.73,0.97
50,48,92,464.4791363,65.43,34.04,47.48,7.93,14.81,6.77,0.76
88,41,78,1523.313355,31.44,38.48,24.32,7.24,11.7,6.43,1.1
100,64,139,1722.405964,39.15,32.48,29.45,6.07,9.37,6.2,0.68
100,64,139,1722.405964,39.15,32.48,31.94,8.73,7.98,6.21,1.04
55,87,11,496.0148133,75.36,37.44,52.48,7.92,12.36,6.96,0.58
88,41,78,1523.313355,31.44,38.48,20.53,4.45,13.59,6.3,1.45
55,87,11,496.0148133,75.36,37.44,54.57,7.82,12.12,5.97,0.54
100,64,139,1722.405964,39.15,32.48,33.82,6.66,11.8,5.67,0.99
88,41,78,1523.313355,31.44,38.48,23.52,5.6,8.68,7.31,0.86
88,41,78,1523.313355,31.44,38.48,23.32,4.87,15.14,7,0.97
55,87,11,496.0148133,75.36,37.44,49.05,6.4,10.12,6.5,0.85
100,64,139,1722.405964,39.15,32.48,27.91,8.36,12.2,6.09,0.92
88,41,78,1523.313355,31.44,38.48,21.93,6.65,13.64,7.44,0.95
55,87,11,496.0148133,75.36,37.44,50.11,6.15,8.09,6.45,0.55
100,64,139,1722.405964,39.15,32.48,32.36,5.94,13.95,6.13,0.4
55,87,11,496.0148133,75.36,37.44,52.64,6.84,12.94,5.96,0.83
50,48,92,464.4791363,65.43,34.04,50.56,4.92,10.22,6.9,0.71
88,41,78,1523.313355,31.44,38.48,16.59,7.11,11.97,6.81,1.1
50,48,92,464.4791363,65.43,34.04,43.53,9.56,6.17,5.78,1.31
100,64,139,1722.405964,39.15,32.48,31.8,8.87,16.72,7.2,0.49
50,48,92,464.4791363,65.43,34.04,38.52,5.46,7.86,5.87,0.61
50,48,92,464.4791363,65.43,34.04,45.18,7.61,10.51,7.37,0.44
100,64,139,1722.405964,39.15,32.48,30.47,5.21,5.23,6.81,0.63
55,87,11,496.0148133,75.36,37.44,52.45,6.85,8.06,6.19,0.88
50,48,92,464.4791363,65.43,34.04,38.84,6.3,14.01,5.91,0.72
55,87,11,496.0148133,75.36,37.44,50.05,7.75,7.82,5.99,0.42
50,48,92,464.4791363,65.43,34.04,46.31,7.42,6.03,6.62,0.32
55,87,11,496.0148133,75.36,37.44,51.97,5.46,9.16,5.71,0.82
100,64,139,1722.405964,39.15,32.48,25.71,8.34,11.24,6.81,0.66
50,48,92,464.4791363,65.43,34.04,38.63,6.33,10.35,6.83,1.12
100,64,139,1722.405964,39.15,32.48,34.7,5.13,10.07,7.09,1.31
50,48,92,464.4791363,65.43,34.04,42.32,7.06,11.58,6.35,0.69
100,64,139,1722.405964,39.15,32.48,29.56,4.56,6.7,6.81,1.28
100,64,139,1722.405964,39.15,32.48,27.53,5.12,9.5,6.21,0.77
50,48,92,464.4791363,65.43,34.04,47.87,7.67,9.1,6.81,0.91
50,48,92,464.4791363,65.43,34.04,46.62,6.13,3.99,6.84,0.63
50,48,92,464.4791363,65.43,34.04,48.76,9.39,10.57,6.93,0.59
88,41,78,1523.313355,31.44,38.48,22.4,5.47,10.24,5.79,0.97
55,87,11,496.0148133,75.36,37.44,47.9,10.2,9.95,6.88,0.74
88,41,78,1523.313355,31.44,38.48,20.69,3.44,7.39,7.35,0.33
88,41,78,1523.313355,31.44,38.48,26.32,5.72,2,7.42,1.54
100,64,139,1722.405964,39.15,32.48,29.46,5.77,10.44,7.34,1.16
50,48,92,464.4791363,65.43,34.04,44.47,6.42,10.8,6.83,0.57
55,87,11,496.0148133,75.36,37.44,50.27,7.74,17.05,7.08,0.51
100,64,139,1722.405964,39.15,32.48,23.42,6.16,4.35,7.43,0.81
88,41,78,1523.313355,31.44,38.48,28.48,6.92,8.71,6.84,0.51
50,48,92,464.4791363,65.43,34.04,45.15,7.65,13.41,6.26,0.56
100,64,139,1722.405964,39.15,32.48,34.89,9.03,11.61,6.24,1.22
50,48,92,464.4791363,65.43,34.04,48.63,6.42,7.03,5.58,0.67
100,64,139,1722.405964,39.15,32.48,30.22,6.66,2.2,6.25,0.31
50,48,92,464.4791363,65.43,34.04,44.49,5.37,9.49,7.32,0.86
88,41,78,1523.313355,31.44,38.48,22.15,8.36,13.57,6.46,0.27
55,87,11,496.0148133,75.36,37.44,52.55,5.86,5.84,5.63,1.04
88,41,78,1523.313355,31.44,38.48,21.51,9.27,15.97,5.85,0.83
55,87,11,496.0148133,75.36,37.44,46.85,7.25,7.81,6.26,0.86
50,48,92,464.4791363,65.43,34.04,41.54,5.99,10.19,6.4,1.61
100,64,139,1722.405964,39.15,32.48,26.3,10.04,10.55,6.5,0.33
88,41,78,1523.313355,31.44,38.48,24.28,5.87,9.07,7.3,0.63
55,87,11,496.0148133,75.36,37.44,54.57,8.21,12.24,6.75,0.21
88,41,78,1523.313355,31.44,38.48,27.11,6.39,9.67,5.62,0.62
55,87,11,496.0148133,75.36,37.44,47.76,7.51,7.55,6.95,0.57
88,41,78,1523.313355,31.44,38.48,21.91,7.82,5.55,6.43,0.72
55,87,11,496.0148133,75.36,37.44,50.81,6.99,16.23,6.29,0.61
55,87,11,496.0148133,75.36,37.44,50.3,9.9,12.74,5.84,0.2
50,48,92,464.4791363,65.43,34.04,42.33,5.54,10.27,6.01,0.62
55,87,11,496.0148133,75.36,37.44,51.22,7.36,14.26,5.56,1.51
50,48,92,464.4791363,65.43,34.04,45.67,7.62,10.03,7.19,0.69
55,87,11,496.0148133,75.36,37.44,50.58,5.05,16.18,7.05,0.68
100,64,139,1722.405964,39.15,32.48,24.89,7.34,5.26,6.86,1.06
100,64,139,1722.405964,39.15,32.48,26,7.72,12.3,5.87,0.41
100,64,139,1722.405964,39.15,32.48,25.68,6.82,11.55,7.47,0.71
55,87,11,496.0148133,75.36,37.44,51.32,6.83,5.37,5.56,1.72
50,48,92,464.4791363,65.43,34.04,41.55,6.53,16.41,6.45,0.64
50,48,92,464.4791363,65.43,34.04,43.97,10.64,13.87,6.72,1
55,87,11,496.0148133,75.36,37.44,48.82,5.47,10.73,6.3,0.98
100,64,139,1722.405964,39.15,32.48,31.72,4.22,8.33,6.23,0.78
100,64,139,1722.405964,39.15,32.48,32.25,7.76,13.11,6.39,0.61
50,48,92,464.4791363,65.43,34.04,42.11,7.11,8.56,7.38,1.3
100,64,139,1722.405964,39.15,32.48,27.11,8.93,2,7.04,0.76
88,41,78,1523.313355,31.44,38.48,20.08,6.87,10.79,6.09,0.79
50,48,92,464.4791363,65.43,34.04,41.71,9.75,6.64,5.92,0.42
100,64,139,1722.405964,39.15,32.48,28.29,6.6,11.77,7.14,0.88
50,48,92,464.4791363,65.43,34.04,43.18,6.2,12.64,5.66,1.07
88,41,78,1523.313355,31.44,38.48,25.65,5.6,15.14,6.63,1.38
50,48,92,464.4791363,65.43,34.04,44.37,4.71,15.77,6.6,0.7
50,48,92,464.4791363,65.43,34.04,53.57,6.44,9.58,6.73,1.2
50,48,92,464.4791363,65.43,34.04,47.6,6.7,14.56,7.25,1.21
50,48,92,464.4791363,65.43,34.04,41.35,4.57,7.74,6.58,0.58
88,41,78,1523.313355,31.44,38.48,23.15,5.77,12.14,5.71,0.88
55,87,11,496.0148133,75.36,37.44,49.36,6.6,11,7.13,0.89
50,48,92,464.4791363,65.43,34.04,43.63,7.32,7.23,5.82,0.53
50,48,92,464.4791363,65.43,34.04,41.24,8.17,12.38,7.12,0.64
100,64,139,1722.405964,39.15,32.48,30.56,7.02,8.66,6.19,1.03
50,48,92,464.4791363,65.43,34.04,46.02,6.77,3.13,6.9,0.69
100,64,139,1722.405964,39.15,32.48,32.54,5.35,9.96,6.27,0.72
55,87,11,496.0148133,75.36,37.44,51.85,4.87,6.72,6.47,1.08
88,41,78,1523.313355,31.44,38.48,20.89,5,6.6,6.48,1.4
88,41,78,1523.313355,31.44,38.48,26.48,4.85,9.82,6.04,0.8
55,87,11,496.0148133,75.36,37.44,51.38,6.81,16.79,7.13,0.66
88,41,78,1523.313355,31.44,38.48,21.97,3.56,4.39,6,0.86
55,87,11,496.0148133,75.36,37.44,48.74,5.73,6.94,6.51,0.59
55,87,11,496.0148133,75.36,37.44,47.55,6.14,17.51,6.61,0.28
55,87,11,496.0148133,75.36,37.44,49.99,6.6,11.06,5.63,0.55
88,41,78,1523.313355,31.44,38.48,24.69,4.32,7.58,7.25,0.9
100,64,139,1722.405964,39.15,32.48,29.61,5.49,9.11,7.02,0.57
55,87,11,496.0148133,75.36,37.44,51.55,7.08,14.78,7.38,0.7
50,48,92,464.4791363,65.43,34.04,43.62,7.42,8.79,6.33,0.55
88,41,78,1523.313355,31.44,38.48,23.4,4.66,4.5,7.44,0.47
55,87,11,496.0148133,75.36,37.44,48.82,5.39,11.63,6.95,0.9
55,87,11,496.0148133,75.36,37.44,53.48,6.91,2,5.82,0.8
50,48,92,464.4791363,65.43,34.04,44.85,5.86,7.91,7.38,1.08
100,64,139,1722.405964,39.15,32.48,29.06,7.87,4.96,6.73,1.02
100,64,139,1722.405964,39.15,32.48,27.86,8.03,14.51,5.59,0.59
100,64,139,1722.405964,39.15,32.48,28.25,6.29,9.62,6.74,1.26
55,87,11,496.0148133,75.36,37.44,42.83,7.5,8.74,7.11,0.23
55,87,11,496.0148133,75.36,37.44,50.73,8.52,8.87,5.61,0.77
55,87,11,496.0148133,75.36,37.44,53.58,9.79,7.86,6.58,0.52
88,41,78,1523.313355,31.44,38.48,17.59,7.63,8.52,6.71,0.58
50,48,92,464.4791363,65.43,34.04,43.58,6.97,16.71,6.43,0.83
55,87,11,496.0148133,75.36,37.44,55.58,5.05,11.67,5.89,0.61
50,48,92,464.4791363,65.43,34.04,40.39,3.08,11.93,6.62,0.94
50,48,92,464.4791363,65.43,34.04,39.81,8.55,2.39,5.79,0.73
100,64,139,1722.405964,39.15,32.48,29,7.55,17.44,5.73,0.82
88,41,78,1523.313355,31.44,38.48,25.23,6.21,12.83,5.95,0.83
55,87,11,496.0148133,75.36,37.44,51.14,7.28,8.25,5.86,0.77
100,64,139,1722.405964,39.15,32.48,21.64,8.1,6.44,5.99,1.15
100,64,139,1722.405964,39.15,32.48,24.66,5.4,12.27,6.36,1.13
55,87,11,496.0148133,75.36,37.44,43.51,5.36,13.69,5.88,0.45
50,48,92,464.4791363,65.43,34.04,46.15,7.07,12.12,6.35,1.07
100,64,139,1722.405964,39.15,32.48,30.33,7.25,13.71,5.57,0.49
50,48,92,464.4791363,65.43,34.04,47.57,6.34,4.26,5.95,1.1
88,41,78,1523.313355,31.44,38.48,22.27,9.65,11.25,6.61,0.96
50,48,92,464.4791363,65.43,34.04,41.56,5.35,14.23,6.54,0.38
88,41,78,1523.313355,31.44,38.48,21.52,6.42,7.57,6.92,0.82
50,48,92,464.4791363,65.43,34.04,41.87,6.75,8.13,5.91,0.83
100,64,139,1722.405964,39.15,32.48,25.53,6.31,2.25,6.82,0.83
100,64,139,1722.405964,39.15,32.48,31.57,9.14,6.51,6.31,0.77
88,41,78,1523.313355,31.44,38.48,27.7,6.43,2.43,6.9,1.39
55,87,11,496.0148133,75.36,37.44,51.3,7.56,13.28,5.68,0.74
88,41,78,1523.313355,31.44,38.48,21.53,5.9,8.9,7.23,0.87
88,41,78,1523.313355,31.44,38.48,23.65,4.49,5.6,6.81,0.7
50,48,92,464.4791363,65.43,34.04,44.08,6.82,7.34,7.23,0.65
50,48,92,464.4791363,65.43,34.04,48.56,4.01,6.33,7.15,0.84
88,41,78,1523.313355,31.44,38.48,22.81,6.83,11.07,6.1,0.48
100,64,139,1722.405964,39.15,32.48,33.95,7.88,10.3,6.41,0.48
50,48,92,464.4791363,65.43,34.04,46.75,6.39,10.86,7,0.95
55,87,11,496.0148133,75.36,37.44,39.48,7.13,12.1,5.65,1.27
50,48,92,464.4791363,65.43,34.04,41.72,6.76,16.21,6.08,0.3
50,48,92,464.4791363,65.43,34.04,44.78,7.62,9.8,7,0.66
55,87,11,496.0148133,75.36,37.44,54.24,5.01,9.32,6.84,0.52
88,41,78,1523.313355,31.44,38.48,21.25,6.94,2,6.54,0.27
55,87,11,496.0148133,75.36,37.44,41.57,8.76,15.23,6.83,0.55
88,41,78,1523.313355,31.44,38.48,22.87,7.06,14.38,6.01,1.17
88,41,78,1523.313355,31.44,38.48,24.41,4.76,6.94,7.21,0.72
88,41,78,1523.313355,31.44,38.48,22.1,6.71,17.32,7.47,0.97
55,87,11,496.0148133,75.36,37.44,52.63,7.24,7.69,7.33,0.86
88,41,78,1523.313355,31.44,38.48,17.9,5.49,5.69,7.28,0.8
100,64,139,1722.405964,39.15,32.48,30.68,7.17,12.68,6.82,0.2
55,87,11,496.0148133,75.36,37.44,49.34,6.52,2,7.17,1.06
100,64,139,1722.405964,39.15,32.48,30.56,6.68,6.72,6.29,0.86
88,41,78,1523.313355,31.44,38.48,29.38,7.14,11.22,5.78,0.24
50,48,92,464.4791363,65.43,34.04,43.51,6.77,12.25,6.33,0.67
88,41,78,1523.313355,31.44,38.48,24.2,7.6,11.8,6.39,1.26
100,64,139,1722.405964,39.15,32.48,22.99,8.7,17.77,6.81,0.52
100,64,139,1722.405964,39.15,32.48,24.59,7.7,12.2,5.91,0.75
55,87,11,496.0148133,75.36,37.44,53.18,6.88,7.27,6.24,0.77
50,48,92,464.4791363,65.43,34.04,47.33,8.3,6.66,7.41,0.87
55,87,11,496.0148133,75.36,37.44,49.67,4.21,12.47,5.77,0.56
100,64,139,1722.405964,39.15,32.48,32.51,5.69,17.31,5.55,0.98
88,41,78,1523.313355,31.44,38.48,27.56,5.02,9.48,7.22,1.09
50,48,92,464.4791363,65.43,34.04,47.69,7.42,6.44,6.58,0.83
88,41,78,1523.313355,31.44,38.48,23.03,7.45,12.46,7.07,0.59
88,41,78,1523.313355,31.44,38.48,19.39,9.72,9.08,5.69,1.06
50,48,92,464.4791363,65.43,34.04,42.3,8.29,7.89,7.24,0.69
55,87,11,496.0148133,75.36,37.44,51.5,9.68,12.73,6.71,1.4
88,41,78,1523.313355,31.44,38.48,27.34,5.27,5.5,5.83,0.42
100,64,139,1722.405964,39.15,32.48,21.8,8.38,11.66,6.62,1.11
88,41,78,1523.313355,31.44,38.48,17.63,8.36,8.87,6.91,0.99
50,48,92,464.4791363,65.43,34.04,40.53,6.25,16.62,5.66,0.78
50,48,92,464.4791363,65.43,34.04,41.23,7,15,6.44,0.87
50,48,92,464.4791363,65.43,34.04,48.67,7.02,7.25,7.12,0.59
55,87,11,496.0148133,75.36,37.44,53.63,9.85,11.64,6.92,0.23
88,41,78,1523.313355,31.44,38.48,27.17,5.06,9.41,6.24,0.9
55,87,11,496.0148133,75.36,37.44,46.72,7.63,5.06,6.01,0.87
55,87,11,496.0148133,75.36,37.44,51.75,7.32,6.25,6.53,0.94
50,48,92,464.4791363,65.43,34.04,50.86,5.49,11.39,5.81,1.08
50,48,92,464.4791363,65.43,34.04,44.95,5.31,7.81,6.58,1.36
55,87,11,496.0148133,75.36,37.44,51.37,6.69,10.81,6.03,0.43
88,41,78,1523.313355,31.44,38.48,26.38,5.41,6.15,5.59,0.54
100,64,139,1722.405964,39.15,32.48,29.84,3.42,6.1,6.45,0.75
55,87,11,496.0148133,75.36,37.44,52.66,8.37,11.55,7.35,1.02
88,41,78,1523.313355,31.44,38.48,25.88,8.73,15.95,5.83,1.14
50,48,92,464.4791363,65.43,34.04,49.09,5.05,11.98,6.7,0.54
50,48,92,464.4791363,65.43,34.04,46.22,8.66,13.74,7.34,0.49
88,41,78,1523.313355,31.44,38.48,24.53,7.23,14.61,6.02,0.94
100,64,139,1722.405964,39.15,32.48,29.2,5.77,10.62,5.73,1.19
50,48,92,464.4791363,65.43,34.04,43.28,7.47,3.51,6.96,0.77
50,48,92,464.4791363,65.43,34.04,45.33,5.89,17.54,5.57,0.41
50,48,92,464.4791363,65.43,34.04,46.75,8.03,8.76,6.15,0.48
88,41,78,1523.313355,31.44,38.48,21.27,7.22,2,6.46,0.48
55,87,11,496.0148133,75.36,37.44,46.63,9.74,4.88,6.19,0.67
50,48,92,464.4791363,65.43,34.04,42.89,4.84,16.17,6.93,0.4
55,87,11,496.0148133,75.36,37.44,52.43,8.8,11.58,6.58,0.41
100,64,139,1722.405964,39.15,32.48,24.32,7.58,7.54,6.98,1.03
50,48,92,464.4791363,65.43,34.04,49.44,7.14,9.99,7.41,1.04
50,48,92,464.4791363,65.43,34.04,43.38,7.63,21.42,6.19,0.65
100,64,139,1722.405964,39.15,32.48,26.69,4.7,11.11,6.57,0.46
50,48,92,464.4791363,65.43,34.04,46.87,9.46,11.8,5.74,1.02
55,87,11,496.0148133,75.36,37.44,47.09,8.49,2.05,5.87,0.89
88,41,78,1523.313355,31.44,38.48,22.96,6.55,14.54,6.65,0.47
55,87,11,496.0148133,75.36,37.44,48.01,10.53,3.67,5.76,1.12
88,41,78,1523.313355,31.44,38.48,26.04,6.46,10.91,6.78,0.75
88,41,78,1523.313355,31.44,38.48,27.37,5.12,8.18,6.81,0.73
55,87,11,496.0148133,75.36,37.44,52.43,5.43,10.65,5.68,0.85
55,87,11,496.0148133,75.36,37.44,50.35,6.03,9,6.12,0.56
55,87,11,496.0148133,75.36,37.44,49.77,5.18,6.94,6.7,1.12
55,87,11,496.0148133,75.36,37.44,50.68,6.98,3.47,6.7,0.47
100,64,139,1722.405964,39.15,32.48,30.84,7.06,14,5.86,0.2
50,48,92,464.4791363,65.43,34.04,47.8,7.73,2.3,7.24,0.7
88,41,78,1523.313355,31.44,38.48,25.83,7.68,13.54,6.68,0.67
55,87,11,496.0148133,75.36,37.44,47.74,7.87,15.37,6.8,0.29
55,87,11,496.0148133,75.36,37.44,54.18,7.29,15.91,6.83,0.81
55,87,11,496.0148133,75.36,37.44,52.72,9.1,3.09,6.78,0.58
100,64,139,1722.405964,39.15,32.48,29.51,7.83,10.5,6.59,0.5
55,87,11,496.0148133,75.36,37.44,46.85,6.19,2,7.31,0.96
55,87,11,496.0148133,75.36,37.44,52.22,6.04,8.04,6.24,1.15
55,87,11,496.0148133,75.36,37.44,52.99,7.15,9.82,6.41,0.56
50,48,92,464.4791363,65.43,34.04,50.01,8.53,6.5,7.19,0.65
100,64,139,1722.405964,39.15,32.48,34.51,6.51,12.88,7.03,0.87
55,87,11,496.0148133,75.36,37.44,48.7,6.81,16.19,5.66,0.7
88,41,78,1523.313355,31.44,38.48,25.4,7.43,11.26,6.28,1.18
88,41,78,1523.313355,31.44,38.48,24.36,8.54,14.75,6.99,1.2
88,41,78,1523.313355,31.44,38.48,31.35,8.76,11.06,7.36,1.03
100,64,139,1722.405964,39.15,32.48,36.28,9.04,7.64,6.43,0.93
100,64,139,1722.405964,39.15,32.48,31.74,6.75,9.86,5.69,0.32
88,41,78,1523.313355,31.44,38.48,23.07,10.11,6.48,7.15,1.05
55,87,11,496.0148133,75.36,37.44,50.2,7.56,11.9,6.89,0.54
100,64,139,1722.405964,39.15,32.48,27.55,7.23,12.87,6.23,0.79
88,41,78,1523.313355,31.44,38.48,25.62,5.42,3.84,6.18,0.69
88,41,78,1523.313355,31.44,38.48,20.64,7.97,19.59,5.75,0.94
55,87,11,496.0148133,75.36,37.44,50.3,9.22,17.35,5.78,0.83
50,48,92,464.4791363,65.43,34.04,44.13,4.72,16.64,6.67,1.29
100,64,139,1722.405964,39.15,32.48,26.4,7.05,8.22,7.29,1.09
55,87,11,496.0148133,75.36,37.44,50.07,4.81,11.92,5.65,0.7
88,41,78,1523.313355,31.44,38.48,23.97,6.19,4.04,6.93,0.64
88,41,78,1523.313355,31.44,38.48,32.7,7.74,8.57,6.89,0.34
55,87,11,496.0148133,75.36,37.44,55.64,8.83,4.87,7.13,0.49
100,64,139,1722.405964,39.15,32.48,29.81,8.58,13.97,6.06,0.92
50,48,92,464.4791363,65.43,34.04,48.01,8.63,9.46,5.79,0.79
50,48,92,464.4791363,65.43,34.04,44.17,7.59,4.45,7.03,0.88
88,41,78,1523.313355,31.44,38.48,21.15,7.28,11.89,6.19,1.23
100,64,139,1722.405964,39.15,32.48,25.93,9.74,7.43,7.44,0.83
50,48,92,464.4791363,65.43,34.04,47.01,5.39,9.61,6.49,0.81
100,64,139,1722.405964,39.15,32.48,28.38,7.73,9.21,6.5,0.74
100,64,139,1722.405964,39.15,32.48,31.34,6.59,14.3,6.67,0.94
88,41,78,1523.313355,31.44,38.48,28.35,6.31,15.94,6.93,1.02
50,48,92,464.4791363,65.43,34.04,49.86,5.55,13.68,7.23,0.81
55,87,11,496.0148133,75.36,37.44,45.46,6.41,12.65,5.66,1.33
88,41,78,1523.313355,31.44,38.48,29.17,8.04,17.06,6.3,0.99
50,48,92,464.4791363,65.43,34.04,42.2,5.97,16.32,6.86,0.85
50,48,92,464.4791363,65.43,34.04,45.6,4.79,11.97,6.67,0.67
50,48,92,464.4791363,65.43,34.04,45.27,5.75,12.06,5.6,0.7
50,48,92,464.4791363,65.43,34.04,44.07,8.35,7.68,6.74,0.86
50,48,92,464.4791363,65.43,34.04,48.48,5.28,13.36,6.99,0.65
100,64,139,1722.405964,39.15,32.48,28.32,5.16,6.45,7.15,1.39
88,41,78,1523.313355,31.44,38.48,27.17,7.52,15.83,7.34,0.9
100,64,139,1722.405964,39.15,32.48,28.78,6.14,14.95,6.19,0.73
55,87,11,496.0148133,75.36,37.44,53.48,6.99,4.03,6.21,0.31
50,48,92,464.4791363,65.43,34.04,47.71,8.34,5.25,6.4,1.52
88,41,78,1523.313355,31.44,38.48,26.09,5.7,9.22,5.98,1.21
50,48,92,464.4791363,65.43,34.04,45.69,6.07,10.02,6.63,0.74
88,41,78,1523.313355,31.44,38.48,21.58,6.34,8.77,6.85,0.62
100,64,139,1722.405964,39.15,32.48,32.61,5.39,7.18,7.32,0.5
88,41,78,1523.313355,31.44,38.48,27.22,6.87,13.42,6.22,0.69
55,87,11,496.0148133,75.36,37.44,49.22,6.04,3.53,6.94,0.2
55,87,11,496.0148133,75.36,37.44,47.56,7.01,4.65,6.75,0.67
88,41,78,1523.313355,31.44,38.48,26.45,7.31,11.78,6.81,0.99
88,41,78,1523.313355,31.44,38.48,22.16,6.97,7.19,6.61,0.93
88,41,78,1523.313355,31.44,38.48,24.43,9.12,6.82,6.13,0.5
88,41,78,1523.313355,31.44,38.48,27.36,7.89,2,5.62,0.64
55,87,11,496.0148133,75.36,37.44,48.62,8.02,7.98,6.56,1.02
50,48,92,464.4791363,65.43,34.04,42.19,7.01,11.49,6.21,1.03
88,41,78,1523.313355,31.44,38.48,26.39,8.24,6.67,5.58,1.19
88,41,78,1523.313355,31.44,38.48,29,5.85,9.11,7.04,0.66
55,87,11,496.0148133,75.36,37.44,48.2,7.97,15.85,6.38,0.2
55,87,11,496.0148133,75.36,37.44,49.07,7.81,11.48,6.03,1.2
100,64,139,1722.405964,39.15,32.48,26.31,7.03,15.03,7.42,0.37
88,41,78,1523.313355,31.44,38.48,22.39,4.25,11.53,5.64,0.74
100,64,139,1722.405964,39.15,32.48,34.85,4.98,6.87,5.96,0.58
55,87,11,496.0148133,75.36,37.44,52.78,8.32,9.47,6.04,0.78
55,87,11,496.0148133,75.36,37.44,47.71,6.04,12.07,6.12,1.33
50,48,92,464.4791363,65.43,34.04,47.19,8.49,10.07,5.52,1.32
88,41,78,1523.313355,31.44,38.48,25,7.22,16.18,6.88,0.86
100,64,139,1722.405964,39.15,32.48,25.21,6.58,16.18,6.41,0.82
55,87,11,496.0148133,75.36,37.44,46.34,4.22,8.54,6.51,1.06
55,87,11,496.0148133,75.36,37.44,54.37,7.42,8.31,7.29,0.79
100,64,139,1722.405964,39.15,32.48,29.42,8.79,10.06,6.74,0.64
50,48,92,464.4791363,65.43,34.04,41.83,7.08,9.44,5.75,0.96
55,87,11,496.0148133,75.36,37.44,49.61,4.08,4.48,5.71,0.43
88,41,78,1523.313355,31.44,38.48,27.62,7.73,5.2,6.24,0.97
55,87,11,496.0148133,75.36,37.44,48.38,6.01,5.87,7.45,0.64
88,41,78,1523.313355,31.44,38.48,25.74,3.21,6.74,6.8,0.36
100,64,139,1722.405964,39.15,32.48,25.06,7.17,8.33,6.94,0.63
88,41,78,1523.313355,31.44,38.48,24.2,7.28,14.05,5.92,0.9
100,64,139,1722.405964,39.15,32.48,32,6.46,14.09,7.27,0.38
88,41,78,1523.313355,31.44,38.48,20.58,7.28,6.65,7.35,0.2
100,64,139,1722.405964,39.15,32.48,31.55,8.54,6.9,7.39,0.68
88,41,78,1523.313355,31.44,38.48,21.68,5.14,14.22,6.95,0.54
50,48,92,464.4791363,65.43,34.04,46.51,8.6,11.71,6.6,0.64
88,41,78,1523.313355,31.44,38.48,19.96,7.58,7.16,7.31,0.4
88,41,78,1523.313355,31.44,38.48,29.14,8.74,14.09,6.69,0.76
50,48,92,464.4791363,65.43,34.04,51.52,7.73,14.19,6.85,0.38
55,87,11,496.0148133,75.36,37.44,53.56,7.09,7.25,6.63,1.07
55,87,11,496.0148133,75.36,37.44,51.44,10.05,13.73,6.73,0.28
88,41,78,1523.313355,31.44,38.48,18.91,7.51,6.18,6.89,1.24
